source,target,type,evidence
Nguyễn Phúc Ngọc Tú,Nguyễn Thị Hoàn,LÀ_MẸ_CỦA,"Nguyễn Phúc Ngọc Tú (chữ Hán: 阮福玉琇; 1759 – 1823), phong hiệu Long Thành Công chúa (隆城公主), là một công nữ và là một trưởng công chúa nhà Nguyễn trong lịch sử Việt Nam.   == Tiểu sử == Công nữ Ngọc Tú s..."
Lê Thành Khôi,Cao Huy Thuần,LIÊN_KẾT_TỚI,"Tháng 3.2013 ông được trao tặng giải Nghiên cứu của Giải thưởng văn hoá Phan Châu Trinh ""vì  những cống hiến nghiên cứu bác học trong quá trình chiêm bái các nền Văn hóa từ Đông sang Tây"".   == Thư mụ..."
Ngô Tùng Châu,Lê Văn Duyệt,LIÊN_KẾT_TỚI,"Nhận được tin dữ, Trần Quang Diệu và Võ Văn Dũng cử quân ra cứu nhưng bị quân của Lê Văn Duyệt đánh chặn phải lui về, nên càng đốc quân đánh gấp cốt chiếm cho được thành Bình Định."
Ngô Tùng Châu,Lê Văn Thanh,ĐƯỢC_PHỤC_VỤ_BỞI,"Quan trấn thủ là Lê Văn Thanh thấy viện binh đến không được, mà lương thực ở trong thành hết cả, bèn cùng các tướng mở cửa ra hàng."
Ngô Tùng Châu,Tống Thái Tổ,LIÊN_KẾT_TỚI,"Khi Tùng Châu khen ngợi Đông cung chăm đọc sách, Đông cung đáp  Hán Cao Tổ, Tống Thái Tổ đều là vua giỏi dựng nên cơ nghiệp."
Ngô Tùng Châu,Võ Trường Toản,LÀ_HỌC_TRÒ_CỦA,"Vào khoảng năm 1783 - 1788 cùng thời gian Võ Tánh cũng tụ tập nhân mã tại vùng Gò Công để giúp dân phòng thủ các mối nguy hiểm vùng đất mới khai phá, sau này theo chúa Nguyễn lập nghiệp, thì cũng là l..."
Ngô Tùng Châu,Đặng Đức Siêu,PHỐI_NGẪU_VỚI,"Trong bài Văn tế Phò mã Chưởng hậu quân Võ Tánh và Lễ bộ thượng thư Ngô Tùng Châu do Đặng Đức Siêu soạn, được đọc trong lễ truy điệu trọng thể, có đoạn:  Miền biên khổn, hai năm chia sức giặc, vững lò..."
Ngô Tùng Châu,Nguyễn Phúc Cảnh,ĐƯỢC_BỔ_NHIỆM_BỞI,"Bởi vậy, sau khi được thăng chức Tham tri bộ Lễ, ông còn được cử làm phụ đạo dạy Đông cung Cảnh (Nguyễn Phúc Cảnh) mà lâu nay do thầy Bá Đa Lộc kèm dạy, Ngô Tùng Châu đã nhận lấy và làm tròn một việc ..."
Ngô Tùng Châu,Nguyễn Phúc Cảnh,LÀ_THẦY_CỦA,"Năm 1797, Nguyễn vương sai ông Ngô Tùng Châu hiệp cùng nguyên Lễ bộ kiêm Đốc học Nguyễn Thái Nguyên làm chức phụ đạo, tức là dạy học cho con trưởng của vương là Đông cung Thái tử Nguyễn Phúc Cảnh. Ông..."
Ngô Tùng Châu,Vũ Văn Dũng,ĐỐI_THỦ_CỦA,Vua Cảnh Thịnh nhà Tây Sơn bèn sai Trần Quang Diệu và Vũ Văn Dũng đem binh vào cứu nhưng mới đến Quảng Nghĩa thì bị đánh bại.
Ngô Tùng Châu,Nguyễn Văn Thành,LIÊN_KẾT_TỚI,Lại bí mật đưa thư hẹn với Nguyễn Văn Thành ban đêm đem quân tới đồn Phú Quý để đón người trong thành trốn ra.
Ngô Tùng Châu,Trần Quang Diệu,ĐỐI_THỦ_CỦA,Vua Cảnh Thịnh nhà Tây Sơn bèn sai Trần Quang Diệu và Vũ Văn Dũng đem binh vào cứu nhưng mới đến Quảng Nghĩa thì bị đánh bại.
Ngô Tùng Châu,Ngô Nhân Tịnh,LIÊN_KẾT_TỚI,"Nhà nghiên cứu Nguyễn Đình Đầu viết:  Nổi tiếng nhất đương thời là nhóm Gia Định tam gia, gồm ba nhân vật lỗi lạc là Trịnh Hoài Đức, Lê Quang Định và Ngô Nhân Tịnh."
Ngô Tùng Châu,Nguyễn Phúc Khoát,ĐỒNG_MINH_VỚI,"Cùng với Võ Tánh, ông đã ra sức cố thủ thành Bình Định trong nhiều tháng dài, cầm chân được đội quân hùng mạnh của nhà Tây Sơn, tạo cơ hội cho chúa Nguyễn vượt biển đánh lấy được kinh đô Phú Xuân, hoà..."
Ngô Tùng Châu,Nguyễn Văn Mỹ,LIÊN_KẾT_TỚI,"Tham tri bộ Hộ là Nguyễn Văn Mỹ có công cầm cương giàn ngựa đi theo Nguyễn vương, nhưng làm quan thì góp nhặt lấy thuế nặng của dân, lúc chết được thờ ở đền Hiển Trung."
Ngô Tùng Châu,Võ Tánh,PHỐI_NGẪU_VỚI,"Trong bài Văn tế Phò mã Chưởng hậu quân Võ Tánh và Lễ bộ thượng thư Ngô Tùng Châu do Đặng Đức Siêu soạn, được đọc trong lễ truy điệu trọng thể, có đoạn:  Miền biên khổn, hai năm chia sức giặc, vững lò..."
Ngô Tùng Châu,Võ Tánh,ĐỒNG_MINH_VỚI,"Cùng với Võ Tánh, ông đã ra sức cố thủ thành Bình Định trong nhiều tháng dài, cầm chân được đội quân hùng mạnh của nhà Tây Sơn, tạo cơ hội cho chúa Nguyễn vượt biển đánh lấy được kinh đô Phú Xuân, hoà..."
Ngô Tùng Châu,Phạm Ngọc Uẩn,LIÊN_KẾT_TỚI,"Lúc Ngô Tùng Châu tuẫn tiết, Nguyễn Ánh thương khóc mãi, và hỏi quan hầu là Phạm Ngọc Uẩn, biết được Ngô Tùng Châu không có con, chỉ có cháu họ gọi là Ngô Tùng Hoảng, nuôi làm thừa tự."
Ngô Tùng Châu,Nguyễn Nhạc,LIÊN_KẾT_TỚI,"Lăng nằm trên nền cũ của nội cung thành Hoàng Đế của Nguyễn Nhạc, cũng là thành Đồ Bàn của vua Chăm xưa."
Ngô Tùng Châu,Lê Thị Riêng,LIÊN_KẾT_TỚI,Đường Ngô Tùng Châu của Đô thành Sài Gòn cũ hiện nay là đường Lê Thị Riêng ở quận 1; còn đường Ngô Tùng Châu của tỉnh Gia Định cũ nay là đường Nguyễn Văn Đậu ở quận Phú Nhuận và quận Bình Thạnh.
Ngô Tùng Châu,Trịnh Hoài Đức,ĐƯỢC_BỔ_NHIỆM_BỞI,"Rồi ông cùng với Trịnh Hoài Đức, Lê Quang Định, Hoàng Minh Khánh và chín người nữa, được cử làm Điền tuấn quan để coi việc đốc sức dân khai khẩn ruộng đất ở Gia Định."
Ngô Tùng Châu,Lê Quang Định,ĐƯỢC_BỔ_NHIỆM_BỞI,"Rồi ông cùng với Trịnh Hoài Đức, Lê Quang Định, Hoàng Minh Khánh và chín người nữa, được cử làm Điền tuấn quan để coi việc đốc sức dân khai khẩn ruộng đất ở Gia Định."
Ngô Tùng Châu,Thành phố Hồ Chí Minh,ĐƯỢC_BỔ_NHIỆM_BỞI,"Bởi vậy, sau khi được thăng chức Tham tri bộ Lễ, ông còn được cử làm phụ đạo dạy Đông cung Cảnh (Nguyễn Phúc Cảnh) mà lâu nay do thầy Bá Đa Lộc kèm dạy, Ngô Tùng Châu đã nhận lấy và làm tròn một việc ..."
Ngô Tùng Châu,Gia Định tam gia,LIÊN_KẾT_TỚI,"Nhà nghiên cứu Nguyễn Đình Đầu viết:  Nổi tiếng nhất đương thời là nhóm Gia Định tam gia, gồm ba nhân vật lỗi lạc là Trịnh Hoài Đức, Lê Quang Định và Ngô Nhân Tịnh."
Ngô Tùng Châu,Gia Long,ĐỐI_THỦ_CỦA,"Khi chiếm được thành, Trần Quang Diệu tỏ ra xúc động trước sự trung dũng của Võ Tánh và Ngô Tùng Châu, sai người tẩm liệm thi hài hai ông tử tế, rồi theo lời yêu cầu của Võ Tánh, không giết hại hàng b..."
Ngô Tùng Châu,Trương Tuần,LIÊN_KẾT_TỚI,"Cho nên người ví với Trương Tuần, Hứa Viễn đời nhà Đường vậy."
Nguyễn Phúc Luân,Trương Thị Dung,LÀ_CHA_CỦA,"Nguyễn Phúc Luân (chữ Hán: 阮福㫻, 11 tháng 6 năm 1733 - 24 tháng 10 năm 1765) hay Nguyễn Phúc Côn, còn gọi là Nguyễn Hưng Tổ (阮興祖), là một Vương tử ở Đàng Trong, được di chiếu sẽ lên ngôi Chúa Nguyễn ở ..."
Nguyễn Phúc Luân,Hoàng đế,LÀ_CHA_CỦA,"Nguyễn Phúc Luân (chữ Hán: 阮福㫻, 11 tháng 6 năm 1733 - 24 tháng 10 năm 1765) hay Nguyễn Phúc Côn, còn gọi là Nguyễn Hưng Tổ (阮興祖), là một Vương tử ở Đàng Trong, được di chiếu sẽ lên ngôi Chúa Nguyễn ở ..."
Nguyễn Phúc Luân,Hoàng đế,LÀ_MẸ_CỦA,Đời sau đều gọi Hưng Tổ Hiếu Khang Hoàng đế (興祖孝康皇帝).   == Gia đình == Theo tài liệu của Nguyễn Phước tộc thì gia đình Hưng Tổ Khang Hoàng đế Nguyễn Phúc Luân gồm có:  Hậu phi: Hiếu Khang Hoàng hậu Ng...
Nguyễn Phúc Luân,Nguyễn Từ phi,LÀ_MẸ_CỦA,"Hậu duệ: Nguyễn Phúc Hạo [阮福暭;?-?], mẹ là Nguyễn Từ phi."
Nguyễn Phúc Luân,Nguyễn Từ phi,LÀ_CON_CỦA,"Không rõ tên, con của Nguyễn Từ phi."
Nguyễn Phúc Luân,Nguyễn Phúc Ngọc Tú,LÀ_MẸ_CỦA,"Nguyễn Phúc Ngọc Tú [阮氏玉琇; 1760 - 1825], mẹ là Ý Tĩnh Khang Hoàng hậu Nguyễn Thị Hoàn, chị cùng mẹ của vua Gia Long."
Nguyễn Phúc Luân,Nguyễn Phúc Thuần,LIÊN_KẾT_TỚI,"Nhưng quyền thần Trương Phúc Loan cùng một số gian thần khác thay đổi di chiếu, lập em nhỏ là Nguyễn Phúc Thuần còn nhỏ tuổi lên ngôi Chúa để dễ bề giám sát, khống chế."
Nguyễn Phúc Luân,Nguyễn Phúc Khoát,TIỀN_NHIỆM_CỦA,"Năm 1760, em trai ông là Thế tử Nguyễn Phúc Hạo mất, Nguyễn Phúc Khoát có ý định truyền ngôi cho ông nên giao cho Ý Đức Hầu Trương Văn Hạnh và Thị giảng Lê Cao Kỷ chăm lo dạy dỗ."
Nguyễn Phúc Luân,Nguyễn Phúc Khoát,LÀ_CHA_CỦA,"Nguyễn Phúc Luân (chữ Hán: 阮福㫻, 11 tháng 6 năm 1733 - 24 tháng 10 năm 1765) hay Nguyễn Phúc Côn, còn gọi là Nguyễn Hưng Tổ (阮興祖), là một Vương tử ở Đàng Trong, được di chiếu sẽ lên ngôi Chúa Nguyễn ở ..."
Nguyễn Phúc Luân,Nguyễn Phúc Ngọc Du,LÀ_MẸ_CỦA,"Nguyễn Phúc Ngọc Du [阮福玉瑜; 1762 - 1820], mẹ là Nguyễn Từ phi."
Nguyễn Phúc Luân,Võ Tánh,PHỐI_NGẪU_VỚI,Được gả cho Cai cơ Quận công Võ Tánh.
Nguyễn Phúc Luân,Trương Phúc Loan,LÀ_CHA_CỦA,"Nguyễn Phúc Luân (chữ Hán: 阮福㫻, 11 tháng 6 năm 1733 - 24 tháng 10 năm 1765) hay Nguyễn Phúc Côn, còn gọi là Nguyễn Hưng Tổ (阮興祖), là một Vương tử ở Đàng Trong, được di chiếu sẽ lên ngôi Chúa Nguyễn ở ..."
Nguyễn Phúc Luân,Nguyễn Phúc Ngọc Tuyền,LÀ_MẸ_CỦA,"Nguyễn Phúc Ngọc Tuyền [阮福玉璿; 1764 - 1782], mẹ là Nguyễn Từ phi."
Nguyễn Phúc Luân,Nguyễn Phúc Hạo,LÀ_MẸ_CỦA,"Hậu duệ: Nguyễn Phúc Hạo [阮福暭;?-?], mẹ là Nguyễn Từ phi."
Nguyễn Phúc Luân,Nguyễn Phúc Hạo,TIỀN_NHIỆM_CỦA,"Năm 1760, em trai ông là Thế tử Nguyễn Phúc Hạo mất, Nguyễn Phúc Khoát có ý định truyền ngôi cho ông nên giao cho Ý Đức Hầu Trương Văn Hạnh và Thị giảng Lê Cao Kỷ chăm lo dạy dỗ."
Nguyễn Phúc Luân,Nguyễn Phúc Đồng,LÀ_MẸ_CỦA,"Nguyễn Phúc Đồng [阮福晍; ? - 18 tháng 10 năm 1777], mẹ là Ý Tĩnh Khang Hoàng hậu Nguyễn Thị Hoàn."
Nguyễn Phúc Luân,Nguyễn Phúc Điển,LÀ_MẸ_CỦA,"Nguyễn Phúc Điển [阮福晪; ? - 1783], mẹ là Ý Tĩnh Khang Hoàng hậu Nguyễn Thị Hoàn."
Nguyễn Phúc Luân,Nguyễn Phúc Trung,LÀ_MẸ_CỦA,Đời sau đều gọi Hưng Tổ Hiếu Khang Hoàng đế (興祖孝康皇帝).   == Gia đình == Theo tài liệu của Nguyễn Phước tộc thì gia đình Hưng Tổ Khang Hoàng đế Nguyễn Phúc Luân gồm có:  Hậu phi: Hiếu Khang Hoàng hậu Ng...
Nguyễn Phúc Luân,Nguyễn Phúc Ánh,LÀ_CHA_CỦA,"Nguyễn Phúc Luân (chữ Hán: 阮福㫻, 11 tháng 6 năm 1733 - 24 tháng 10 năm 1765) hay Nguyễn Phúc Côn, còn gọi là Nguyễn Hưng Tổ (阮興祖), là một Vương tử ở Đàng Trong, được di chiếu sẽ lên ngôi Chúa Nguyễn ở ..."
Nguyễn Phúc Luân,Nguyễn Phúc Ánh,LÀ_MẸ_CỦA,"Nguyễn Phúc Ánh [阮福映; 8 tháng 2 năm 1762 - 3 tháng 2 năm 1820], mẹ là Ý Tĩnh Khang Hoàng hậu Nguyễn Thị Hoàn."
Nguyễn Phúc Luân,Nguyễn Phúc Mân,LÀ_MẸ_CỦA,"Nguyễn Phúc Mân [阮福旻; ? - 26 tháng 3 năm 1783], mẹ là Nguyễn Từ phi."
Nguyễn Phúc Luân,Gia Long,LÀ_CHA_CỦA,"Nguyễn Phúc Luân (chữ Hán: 阮福㫻, 11 tháng 6 năm 1733 - 24 tháng 10 năm 1765) hay Nguyễn Phúc Côn, còn gọi là Nguyễn Hưng Tổ (阮興祖), là một Vương tử ở Đàng Trong, được di chiếu sẽ lên ngôi Chúa Nguyễn ở ..."
Nguyễn Phúc Luân,Gia Long,LÀ_MẸ_CỦA,"Nguyễn Phúc Ngọc Tú [阮氏玉琇; 1760 - 1825], mẹ là Ý Tĩnh Khang Hoàng hậu Nguyễn Thị Hoàn, chị cùng mẹ của vua Gia Long."
Nguyễn Phúc Luân,Nguyễn Thị Hoàn,LÀ_MẸ_CỦA,Đời sau đều gọi Hưng Tổ Hiếu Khang Hoàng đế (興祖孝康皇帝).   == Gia đình == Theo tài liệu của Nguyễn Phước tộc thì gia đình Hưng Tổ Khang Hoàng đế Nguyễn Phúc Luân gồm có:  Hậu phi: Hiếu Khang Hoàng hậu Ng...
Nguyễn Thị Hoàn,Nguyễn Ánh,LÀ_CHA_CỦA,"Sau đó, bà sinh ra ba con trai và một con gái: con trưởng tức Đông Hải quận vương Nguyễn Phúc Đồng (阮福晍), con thứ 2 chính là Nguyễn Ánh, con thứ 3 là Thông Hóa quận vương Nguyễn Phúc Điển (阮福晪)."
Nguyễn Thị Hoàn,Lê Văn Duyệt,LIÊN_KẾT_TỚI,"Sai Nguyễn Văn Thành, Phạm Văn Nhân,Nguyễn Huỳnh Đức sung chức Tổng hộ sứ, Lê Văn Duyệt, Nguyễn Văn Khiêm sung chức Phù liễn sứ, Nguyễn Đức Xuyên đề đốc quân và voi theo hầu hai bên tả hữu, Trần Công ..."
Nguyễn Thị Hoàn,Nguyễn Phúc Ngọc Tú,LIÊN_KẾT_TỚI,"Người con gái là Nguyễn Phúc Ngọc Tú (阮氏玉琇), sinh vào năm 1760, lớn hơn Nguyễn Ánh khoảng 2 tuổi, có lẽ bà là em của Nguyễn Phúc Đồng."
Nguyễn Thị Hoàn,Phạm Văn Nhân,LIÊN_KẾT_TỚI,"Sai Nguyễn Văn Thành, Phạm Văn Nhân,Nguyễn Huỳnh Đức sung chức Tổng hộ sứ, Lê Văn Duyệt, Nguyễn Văn Khiêm sung chức Phù liễn sứ, Nguyễn Đức Xuyên đề đốc quân và voi theo hầu hai bên tả hữu, Trần Công ..."
Nguyễn Thị Hoàn,Nguyễn Văn Thành,LIÊN_KẾT_TỚI,"Sai Nguyễn Văn Thành, Phạm Văn Nhân,Nguyễn Huỳnh Đức sung chức Tổng hộ sứ, Lê Văn Duyệt, Nguyễn Văn Khiêm sung chức Phù liễn sứ, Nguyễn Đức Xuyên đề đốc quân và voi theo hầu hai bên tả hữu, Trần Công ..."
Nguyễn Thị Hoàn,Gia Định,LIÊN_KẾT_TỚI,"Mùa xuân năm Kỷ Hợi (1779), Nguyễn Ánh sai người rước bà đến Gia Định, gặp lúc quân Tây Sơn vào đánh cướp, Nguyễn Ánh phải lẩn đi chỗ khác; bà cùng các con dâu lại đóng ở đảo Phú Quốc."
Nguyễn Thị Hoàn,Trần Công Lại,LIÊN_KẾT_TỚI,"Sai Nguyễn Văn Thành, Phạm Văn Nhân,Nguyễn Huỳnh Đức sung chức Tổng hộ sứ, Lê Văn Duyệt, Nguyễn Văn Khiêm sung chức Phù liễn sứ, Nguyễn Đức Xuyên đề đốc quân và voi theo hầu hai bên tả hữu, Trần Công ..."
Nguyễn Thị Hoàn,Nguyễn Văn Khiêm,LIÊN_KẾT_TỚI,"Sai Nguyễn Văn Thành, Phạm Văn Nhân,Nguyễn Huỳnh Đức sung chức Tổng hộ sứ, Lê Văn Duyệt, Nguyễn Văn Khiêm sung chức Phù liễn sứ, Nguyễn Đức Xuyên đề đốc quân và voi theo hầu hai bên tả hữu, Trần Công ..."
Nguyễn Thị Hoàn,Hoàng thái hậu,LIÊN_KẾT_TỚI,"Sau khi lên ngôi, Gia Long tôn bà làm Hoàng thái hậu, trở thành Hoàng thái hậu đầu tiên của nhà Nguyễn."
Nguyễn Thị Hoàn,Nguyễn Huỳnh Đức,LIÊN_KẾT_TỚI,"Sai Nguyễn Văn Thành, Phạm Văn Nhân,Nguyễn Huỳnh Đức sung chức Tổng hộ sứ, Lê Văn Duyệt, Nguyễn Văn Khiêm sung chức Phù liễn sứ, Nguyễn Đức Xuyên đề đốc quân và voi theo hầu hai bên tả hữu, Trần Công ..."
Nguyễn Thị Hoàn,Nguyễn Phúc Đồng,LÀ_CHA_CỦA,"Sau đó, bà sinh ra ba con trai và một con gái: con trưởng tức Đông Hải quận vương Nguyễn Phúc Đồng (阮福晍), con thứ 2 chính là Nguyễn Ánh, con thứ 3 là Thông Hóa quận vương Nguyễn Phúc Điển (阮福晪)."
Nguyễn Thị Hoàn,Nguyễn Phúc Điển,LÀ_CHA_CỦA,"Sau đó, bà sinh ra ba con trai và một con gái: con trưởng tức Đông Hải quận vương Nguyễn Phúc Đồng (阮福晍), con thứ 2 chính là Nguyễn Ánh, con thứ 3 là Thông Hóa quận vương Nguyễn Phúc Điển (阮福晪)."
Nguyễn Thị Hoàn,Nguyễn Phúc Luân,PHỐI_NGẪU_VỚI,"Nguyễn Thị Hoàn, tên hiệu Ý Tĩnh Khang hoàng hậu (chữ Hán: 懿靜康皇后, 1736 - 30 tháng 10 năm 1811), hay Hiếu Khang hoàng hậu (孝康皇后), là chính thất phu nhân của Nguyễn Phúc Luân, mẹ đẻ của vua Gia Long."
Nguyễn Thị Hoàn,Nguyễn Phúc Luân,LÀ_ANH_CHỊ_EM_CỦA,Chị gái ruột của bà chính là bà Từ Phi của Nguyễn Phúc Luân.
Nguyễn Thị Hoàn,Nguyễn Phúc Trung,LÀ_MẸ_CỦA,"Thái hậu có vai trò quan trọng trong việc động viên vua Gia Long, gây dựng cơ nghiệp họ Nguyễn thống nhất đất Nam.   == Tiểu sử == Bà tên thật là Nguyễn Thị Hoàn (阮氏環), người ở làng Minh Linh, phủ Thừ..."
Nguyễn Thị Hoàn,Gia Long,PHỐI_NGẪU_VỚI,"Nguyễn Thị Hoàn, tên hiệu Ý Tĩnh Khang hoàng hậu (chữ Hán: 懿靜康皇后, 1736 - 30 tháng 10 năm 1811), hay Hiếu Khang hoàng hậu (孝康皇后), là chính thất phu nhân của Nguyễn Phúc Luân, mẹ đẻ của vua Gia Long."
Nguyễn Thị Hoàn,Gia Long,LÀ_MẸ_CỦA,"Thái hậu có vai trò quan trọng trong việc động viên vua Gia Long, gây dựng cơ nghiệp họ Nguyễn thống nhất đất Nam.   == Tiểu sử == Bà tên thật là Nguyễn Thị Hoàn (阮氏環), người ở làng Minh Linh, phủ Thừ..."
Nguyễn Thị Hoàn,Nguyễn Đức Xuyên,LIÊN_KẾT_TỚI,"Sai Nguyễn Văn Thành, Phạm Văn Nhân,Nguyễn Huỳnh Đức sung chức Tổng hộ sứ, Lê Văn Duyệt, Nguyễn Văn Khiêm sung chức Phù liễn sứ, Nguyễn Đức Xuyên đề đốc quân và voi theo hầu hai bên tả hữu, Trần Công ..."
Đặng Trần Thường,Nguyễn Ánh,LIÊN_KẾT_TỚI,"Sau khi nhà Lê mất, ông xin ra làm quan với nhà Tây Sơn nhưng không được tiếp nhận nên vào Gia Định, theo giúp Nguyễn Ánh lập nhiều công trạng làm đến chức Tán lý."
Đặng Trần Thường,Lê Chất,LIÊN_KẾT_TỚI,"Đặng Trần Thường trước có hiềm khích với Lê Chất, nên Chất mới bới những việc sai phạm của Thường như khi ra coi tàu binh ở Bắc Thành, có giấu thuế đầm ao và dinh điền."
Đặng Trần Thường,Tự Đức,LIÊN_KẾT_TỚI,"Tổng Trấn Bắc Thành lúc đó là Lê Chất phát hiện liền tâu về kinh."" Ngày 25 tháng 10 năm Bính Tý (1816), Đặng Trần Thường qua đời, hưởng thọ 55 tuổi.   == Nhận định ==   === Cái chết === Năm 2011, tác ..."
Đặng Trần Thường,Hoàng Ngũ Phúc,ĐƯỢC_BỔ_NHIỆM_BỞI,"Năm 1813, ông phạm vào tội làm gian sắc phong thần cho Hoàng Ngũ Phúc, một tướng nhà Trịnh vào bậc phúc thần, phải bị bắt giam trong ngục."
Đặng Trần Thường,Nguyễn Văn Thành,LÀ_MẸ_CỦA,"Đây là một trong những vụ án diệt trừ công thần nổi bật nhất trong thời Gia Long, cùng với vụ án Nguyễn Văn Thành.   == Gốc gác == Theo cuốn ""Đặng gia phả hệ toàn chính thực lục và Đặng gia phả ký tục..."
Đặng Trần Thường,Nguyễn Văn Thành,LÀ_CON_CỦA,"Cả 3 người đều bị vua Gia Long giết bởi nghi ngờ lòng trung thành, con trai của Lê Văn Duyệt và Nguyễn Văn Thành là Lê Văn Khôi và Nguyễn Văn Thuyên có việc làm khiến vua Gia Long nghi ngờ."
Đặng Trần Thường,Quang Trung,ĐƯỢC_PHỤC_VỤ_BỞI,"Tuy nhiên, sau đó ít lâu ông bị soi ra tội khác liên quan đến đinh điền và chiếm giữ đầm ao nên tiếp tục bị giam vào ngục, sau bị xử giảo (xử treo cổ).   == Trả thù Ngô Thì Nhậm == Đặng Trần Thường có..."
Đặng Trần Thường,Gia Định,LIÊN_KẾT_TỚI,"Sau khi nhà Lê mất, ông xin ra làm quan với nhà Tây Sơn nhưng không được tiếp nhận nên vào Gia Định, theo giúp Nguyễn Ánh lập nhiều công trạng làm đến chức Tán lý."
Đặng Trần Thường,Ngô Thì Nhậm,ĐỐI_THỦ_CỦA,"Khi Gia Long lên ngôi, khiến Đặng Trần Thường thất vọng, lời nói và tác phẩm của ông khiến vua Gia Long phải cảnh giác, đã vịn cớ ẩn lậu để giết ông.   == Xem thêm == Ngô Thì Nhậm   == Chú thích ==   ..."
Đặng Trần Thường,Ngô Thì Nhậm,ĐƯỢC_PHỤC_VỤ_BỞI,"Tuy nhiên, sau đó ít lâu ông bị soi ra tội khác liên quan đến đinh điền và chiếm giữ đầm ao nên tiếp tục bị giam vào ngục, sau bị xử giảo (xử treo cổ).   == Trả thù Ngô Thì Nhậm == Đặng Trần Thường có..."
Đặng Trần Thường,Nguyễn Phúc Ánh,LIÊN_KẾT_TỚI,"Đặng Trần Thường hổ thẹn ra về, rồi mang khăn gói vào Nam, phụng sự Nguyễn Phúc Ánh (Gia Long), làm đến Binh Bộ Thượng thư."
Đặng Trần Thường,Gia Long,ĐỐI_THỦ_CỦA,"Theo tác giả Đặng Văn Lộc là chủ biên cuốn Thượng thư Binh bộ Đặng Trần Thường, Đặng Trần Thường bị vua Gia Long giết không phải do tội ẩn lậu thuế, cũng không do tính cách mà do bị vua Gia Long nghi ..."
Đặng Trần Thường,Gia Long,LÀ_MẸ_CỦA,"Đây là một trong những vụ án diệt trừ công thần nổi bật nhất trong thời Gia Long, cùng với vụ án Nguyễn Văn Thành.   == Gốc gác == Theo cuốn ""Đặng gia phả hệ toàn chính thực lục và Đặng gia phả ký tục..."
Trương Phước Thận,Trương Phúc Thận,LIÊN_KẾT_TỚI,
Nguyễn Kim,Hoàng đế,LÀ_CHA_CỦA,Năm Giáp Tý (1748) đời chúa Nguyễn Phúc Khoát truy tôn bà: Từ Tín Chiêu Đức Ý Phi đến năm Bính Dần (1806) Hoàng đế Gia Long chính thức truy tôn thụy hiệu đầy đủ là Từ Tín Chiêu Ý Hoằng Nhân Thục Tức T...
Nguyễn Kim,Hoàng đế,PHỐI_NGẪU_VỚI,"Đời vua Gia Long năm thứ 5 lại truy tôn là Di Mưu Thùy Dụ Khâm Cung Huệ Triết Hiển Hựu Hoành Hưu Tế Thế Khải Vận Nhân Thánh Tĩnh Hoàng đế, miếu hiệu là Triệu Tổ, lăng gọi là Trường Nguyên, và truy tôn..."
Nguyễn Kim,Lê Trung Tông,PHỐI_NGẪU_VỚI,"Nguyễn Thị Ngọc? là vợ vua Lê Trung Tông.   == Truy tặng ==  Thời chúa Tiên Nguyễn Hoàng, tôn thụy hiệu là Huệ Triết Hiển Hựu Hoành Hưu Tế Thế Vĩ Tích Chiêu Huân Tĩnh vương."
Nguyễn Kim,Lê Trang Tông,PHỐI_NGẪU_VỚI,"Vua Lê Trang Tông vô cùng thương tiếc, truy tặng là Chiêu Huân Tĩnh công, đặt tên thụy là Trung Hiến, sai quan đem về quê ở Tống Sơn mai táng.   == Nhận định == Lê Quý Đôn nhận định trong sách Đại Việ..."
Nguyễn Kim,Lê Trang Tông,LÀ_CHA_CỦA,Năm Giáp Tý (1748) đời chúa Nguyễn Phúc Khoát truy tôn bà: Từ Tín Chiêu Đức Ý Phi đến năm Bính Dần (1806) Hoàng đế Gia Long chính thức truy tôn thụy hiệu đầy đủ là Từ Tín Chiêu Ý Hoằng Nhân Thục Tức T...
Nguyễn Kim,Trịnh Tùng,LÀ_CHA_CỦA,"Nguyễn Thị Ngọc Bảo (mất 1586) mẹ là Thứ phu nhân Đỗ Thị Tín, về sau lấy Trịnh Kiểm sinh ra Trịnh Tùng rồi chết cháy trong cơn hoả hoạn ở phủ đệ của Trịnh Tùng tại An Trường được phong thụy là Từ Nghi..."
Nguyễn Kim,Lê Thần Tông,LIÊN_KẾT_TỚI,Các vua Hậu Lê từ Lê Thần Tông (cháu ruột Trịnh Tùng) cũng là hậu duệ trực tiếp bên họ ngoại của ông.
Nguyễn Kim,Lê Thánh Tông,PHỐI_NGẪU_VỚI,"Nguyễn Đức Trung là anh của Nguyễn Như Trác và là cha của Trường Lạc hoàng hậu Nguyễn Thị Hằng (Huyên) vợ vua Lê Thánh Tông, mẹ vua Lê Hiến Tông."
Nguyễn Kim,Nguyễn Thị Ngọc Bảo,LÀ_CHA_CỦA,Năm Giáp Tý (1748) đời chúa Nguyễn Phúc Khoát truy tôn bà: Từ Tín Chiêu Đức Ý Phi đến năm Bính Dần (1806) Hoàng đế Gia Long chính thức truy tôn thụy hiệu đầy đủ là Từ Tín Chiêu Ý Hoằng Nhân Thục Tức T...
